filename,cell_structure,symmetry_number,space_group_name_Hall,space_group_name_H-M,cell_angle_alpha,cell_angle_beta,cell_angle_gamma,cell_length_a,cell_length_b,cell_length_c
9004528.cif,cubic,213,P4_132,P4_132,90.0,90.0,90.0,12.52,12.52,12.52
9004529.cif,tetragonal,126,P4/nnc,P4/nnc,90.0,90.0,90.0,15.533,15.533,11.785
9004531.cif,orthorhombic,57,Pbcm,Pbcm,90.0,90.0,90.0,11.796,13.89,6.471
9004536.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,9.241,12.295,3.021
9004537.cif,cubic,206,Ia-3,Ia-3,90.0,90.0,90.0,11.011,11.011,11.011
9004547.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,5.511,5.508,7.796
9004548.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,5.502,5.508,7.777
9004549.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,5.508,5.508,7.777
9004553.cif,monoclinic,15,C2/c,C2/c,90.0,105.72,90.0,9.735,8.898,5.242
9004554.cif,orthorhombic,26,Pmc2_1,Pmc2_1,90.0,90.0,90.0,4.007,44.81,11.513
9004555.cif,tetragonal,87,I4/m,I4/m,90.0,90.0,90.0,10.219,10.219,2.963
9004557.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,108.08,90.0,10.798,9.835,7.09
9004558.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,108.075,90.0,10.799,9.801,7.054
9004561.cif,monoclinic,12,C2/m,C2/m,90.0,105.19,90.0,9.931,18.095,5.368
9004562.cif,tetragonal,85,P4/n,P4/n,90.0,90.0,90.0,6.171,6.171,5.587
9004592.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,15.288,15.288,15.288
9004594.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,101.686,90.0,9.81,10.042,9.979
9004595.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,102.01,90.0,8.309,12.906,17.486
9004608.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,102.798,90.0,5.404,14.514,4.705
9004611.cif,orthorhombic,52,Pnna,Pnna,90.0,90.0,90.0,4.965,11.783,5.646
9004612.cif,orthorhombic,52,Pnna,Pnna,90.0,90.0,90.0,4.947,11.788,5.605
9004613.cif,monoclinic,5,C2,C2,90.0,127.86,90.0,10.257,8.049,6.404
9004614.cif,triclinic,2,P-1,P-1,111.0,94.65,107.53,7.953,9.873,7.362
9004620.cif,triclinic,2,P-1,P-1,72.329,79.364,65.795,7.637,8.164,8.746
9004621.cif,triclinic,2,P-1,P-1,73.692,86.621,82.94,7.096,9.566,13.415
9004622.cif,triclinic,2,P-1,P-1,83.893,73.131,80.338,7.828,7.83,10.302
9004628.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.977,3.977,12.566
9004630.cif,monoclinic,15,C2/c,C2/c,90.0,102.007,90.0,9.943,9.366,8.908
9004632.cif,monoclinic,12,C2/m,C2/m,90.0,100.539,90.0,13.398,5.697,11.042
9004645.cif,triclinic,2,P-1,P-1,90.002,89.998,89.965,5.323,12.21,7.096
9004646.cif,triclinic,1,P1,P1,86.89,94.42,89.94,5.421,7.085,20.364
9004649.cif,monoclinic,12,C2/m,C2/m,90.0,104.96,90.0,10.085,13.39,4.671
9004650.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,7.242,9.319,6.192
9004661.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.007,55.998,11.512
9004662.cif,monoclinic,12,C2/m,C2/m,90.0,92.15,90.0,13.511,4.085,20.649
9004663.cif,monoclinic,9,Cc,Cc,90.0,90.0,88.4,5.498,7.12,47.95
9004665.cif,monoclinic,15,C2/c,C2/c,90.0,97.602,90.0,38.954,7.201,16.346
9004666.cif,monoclinic,12,C2/m,C2/m,90.0,105.263,90.0,9.881,17.967,5.293
9004667.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,9.748,10.133,11.954
9004670.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,7.23,11.324,12.013
9004672.cif,triclinic,1,P1,P1,79.279,81.269,87.251,7.51,7.897,9.774
9004673.cif,triclinic,2,P-1,P-1,102.713,95.281,106.182,11.613,12.545,14.466
9004676.cif,orthorhombic,26,Pmc2_1,Pmc2_1,90.0,90.0,90.0,4.029,44.986,11.599
9004680.cif,tetragonal,86,P4_2/n,P4_2/n,90.0,90.0,90.0,9.809,9.809,9.844
9004681.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.823,15.14,6.7
9004682.cif,triclinic,2,P-1,P-1,108.278,111.739,71.626,5.347,10.592,7.225
9004684.cif,orthorhombic,26,Pmc2_1,Pmc2_1,90.0,90.0,90.0,9.181,4.8,9.811
9004686.cif,tetragonal,82,I-4,I-4,90.0,90.0,90.0,10.526,10.526,9.887
9004687.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.004,33.575,11.48
9004688.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.01,33.589,11.502
9004689.cif,orthorhombic,26,Pmc2_1,Pmc2_1,90.0,90.0,90.0,4.013,11.208,11.56
9004690.cif,orthorhombic,26,Pmc2_1,Pmc2_1,90.0,90.0,90.0,4.014,11.202,11.56
9004691.cif,orthorhombic,26,Pmc2_1,Pmc2_1,90.0,90.0,90.0,4.021,11.232,11.581
9004692.cif,orthorhombic,26,Pmc2_1,Pmc2_1,90.0,90.0,90.0,4.021,11.232,11.581
9004694.cif,orthorhombic,70,Fddd,Fddd,90.0,90.0,90.0,7.469,9.597,9.7
9004697.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,4.664,4.664,9.263
9004698.cif,monoclinic,15,C2/c,C2/c,90.0,97.19,90.0,10.183,10.183,20.396
9004699.cif,triclinic,2,P-1,P-1,65.789,74.057,71.853,8.818,10.724,11.071
9004700.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,11.781,11.781,11.781
9004706.cif,tetragonal,141,I4_1/amd,I4_1/amd,90.0,90.0,90.0,6.587,6.587,5.809
9004708.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,5.2,5.2,5.2
9004732.cif,monoclinic,15,C2/c,C2/c,90.0,100.25,90.0,6.811,13.036,11.325
9004734.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,106.55,90.0,7.394,7.411,12.06
9004736.cif,monoclinic,9,Cc,Cc,90.0,108.26,90.0,9.645,31.659,11.914
9004737.cif,tetragonal,126,P4/nnc,P4/nnc,90.0,90.0,90.0,7.027,7.027,20.807
9004738.cif,tetragonal,126,P4/nnc,P4/nnc,90.0,90.0,90.0,7.18,7.18,20.857
9004739.cif,tetragonal,85,P4/n,P4/n,90.0,90.0,90.0,6.976,6.976,17.349
9004740.cif,tetragonal,85,P4/n,P4/n,90.0,90.0,90.0,7.109,7.109,17.416
9004741.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,10.381,10.381,20.614
9004742.cif,orthorhombic,74,Imma,Imma,90.0,90.0,90.0,10.623,14.97,8.553
9004743.cif,monoclinic,15,C2/c,C2/c,90.0,110.33,90.0,9.504,8.371,5.204
9004744.cif,monoclinic,15,C2/c,C2/c,90.0,110.14,90.0,9.479,8.403,5.223
9004745.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,5.449,5.449,10.726
9004746.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,5.446,5.446,10.757
9004747.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,5.433,5.433,10.823
9004748.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,5.425,5.425,10.868
9004749.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,5.428,5.428,10.864
9004750.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,5.434,5.434,10.856
9004757.cif,orthorhombic,64,Cmce,Cmce,90.0,90.0,90.0,14.252,8.775,17.186
9004762.cif,orthorhombic,60,Pbcn,Pbcn,90.0,90.0,90.0,20.582,7.439,26.251
9004767.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,115.02,90.0,8.962,5.836,10.182
9004768.cif,tetragonal,126,P4/nnc,P4/nnc,90.0,90.0,90.0,15.536,15.536,11.781
9004769.cif,tetragonal,126,P4/nnc,P4/nnc,90.0,90.0,90.0,15.529,15.529,11.772
9004771.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,7.34,7.34,16.538
9004784.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,22.728,11.535,7.435
9004786.cif,triclinic,2,P-1,P-1,97.41,108.59,107.19,5.736,6.767,5.462
9004789.cif,monoclinic,12,C2/m,C2/m,90.0,108.56,90.0,17.512,3.91,12.869
9004794.cif,triclinic,2,P-1,P-1,90.216,100.308,111.868,10.137,11.398,7.271
9004795.cif,monoclinic,13,P2/c,P2/c,90.0,102.713,90.0,5.556,7.075,18.406
9004796.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,104.122,90.0,8.253,28.508,9.155
9004797.cif,monoclinic,12,C2/m,C2/m,90.0,102.06,90.0,9.496,17.883,5.297
9004798.cif,monoclinic,12,C2/m,C2/m,90.0,101.88,90.0,9.462,17.898,5.302
9004801.cif,tetragonal,126,P4/nnc,P4/nnc,90.0,90.0,90.0,15.53,15.53,11.781
9004802.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.232,8.232,8.232
9004803.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.233,8.233,8.233
9004804.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.236,8.236,8.236
9004805.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.237,8.237,8.237
9004806.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.24,8.24,8.24
9004807.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.242,8.242,8.242
9004808.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.244,8.244,8.244
9004809.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.246,8.246,8.246
9004810.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.248,8.248,8.248
9004811.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.251,8.251,8.251
9004812.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.254,8.254,8.254
9004813.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.254,8.254,8.254
9004814.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.258,8.258,8.258
9004815.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.26,8.26,8.26
9004816.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.263,8.263,8.263
9004817.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.263,8.263,8.263
9004818.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.267,8.267,8.267
9004819.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.269,8.269,8.269
9004820.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.271,8.271,8.271
9004821.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.273,8.273,8.273
9004822.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.276,8.276,8.276
9004823.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.277,8.277,8.277
9004824.cif,monoclinic,15,C2/c,C2/c,90.0,111.572,90.0,13.171,10.128,6.983
9004825.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,100.066,90.0,9.534,4.1,10.255
9004826.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,13.249,13.259,8.71
9004827.cif,monoclinic,15,C2/c,C2/c,90.0,93.985,90.0,24.672,23.41,6.793
9004828.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,101.01,90.0,7.973,8.096,7.148
9004829.cif,cubic,206,Ia-3,Ia-3,90.0,90.0,90.0,10.965,10.965,10.965
9004830.cif,monoclinic,12,C2/m,C2/m,90.0,100.71,90.0,17.59,3.922,15.177
9004831.cif,monoclinic,12,C2/m,C2/m,90.0,92.561,90.0,17.562,3.92,27.15
9004832.cif,monoclinic,12,C2/m,C2/m,90.0,92.343,90.0,17.527,3.901,27.12
9004833.cif,monoclinic,12,C2/m,C2/m,90.0,130.17,90.0,16.827,9.117,13.165
9004835.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,8.141,8.176,9.038
9004836.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,8.155,7.919,8.921
9004837.cif,monoclinic,15,C2/c,C2/c,90.0,107.237,90.0,26.351,7.546,22.977
9004838.cif,triclinic,2,P-1,P-1,97.61,100.56,95.97,9.318,10.092,7.108
9004839.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,97.39,90.0,12.796,12.465,11.001
9004840.cif,monoclinic,15,C2/c,C2/c,90.0,100.37,90.0,6.752,12.739,11.068
9004842.cif,triclinic,2,P-1,P-1,86.169,91.681,92.425,5.383,6.274,6.845
9004849.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,4.183,4.183,29.137
9004850.cif,tetragonal,85,P4/n,P4/n,90.0,90.0,90.0,6.955,6.955,9.139
9004851.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,6.962,6.962,17.268
9004852.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,7.15,7.15,17.325
9004853.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,7.167,7.167,17.867
9004854.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,7.011,7.011,17.977
9004855.cif,tetragonal,85,P4/n,P4/n,90.0,90.0,90.0,7.19,7.19,17.643
9004856.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,6.933,6.933,16.931
9004857.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,7.09,7.09,17.045
9004858.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,7.019,7.019,17.98
9004859.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,7.191,7.191,17.97
9004862.cif,tetragonal,124,P4/mcc,P4/mcc,90.0,90.0,90.0,7.551,7.551,14.71
9004863.cif,monoclinic,12,C2/m,C2/m,90.0,100.629,90.0,13.432,5.763,11.091
9004864.cif,monoclinic,12,C2/m,C2/m,90.0,100.57,90.0,13.534,5.789,11.159
9004865.cif,monoclinic,12,C2/m,C2/m,90.0,100.537,90.0,13.4,5.723,11.057
9004866.cif,monoclinic,12,C2/m,C2/m,90.0,100.516,90.0,13.368,5.724,11.041
9004867.cif,orthorhombic,52,Pnna,Pnna,90.0,90.0,90.0,7.378,12.779,10.096
9004868.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.224,9.224,9.224
9004869.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.223,9.223,9.223
9004870.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.226,9.226,9.226
9004871.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.23,9.23,9.23
9004872.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.233,9.233,9.233
9004873.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.235,9.235,9.235
9004874.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.238,9.238,9.238
9004875.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.241,9.241,9.241
9004876.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.244,9.244,9.244
9004877.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.246,9.246,9.246
9004878.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.247,9.247,9.247
9004879.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,9.252,9.252,9.252
9004880.cif,trigonal,160,R3m,R3m,90.0,90.0,120.0,15.938,15.938,7.136
9004881.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.738,10.429,6.092
9004882.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.725,10.408,6.071
9004883.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.714,10.383,6.05
9004889.cif,triclinic,2,P-1,P-1,81.549,81.356,88.916,7.152,7.158,11.256
9004890.cif,triclinic,2,P-1,P-1,81.591,82.189,88.721,6.996,7.001,11.171
9004898.cif,cubic,214,I4_132,I4_132,90.0,90.0,90.0,9.965,9.965,9.965
9004899.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,10.125,10.125,10.125
9004900.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,5.131,5.131,14.246
9004901.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,5.119,5.119,14.174
9004902.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,5.106,5.106,14.099
9004903.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,5.095,5.095,14.03
9004904.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,5.088,5.088,13.994
9004905.cif,triclinic,2,P-1,P-1,99.78,97.253,97.202,5.087,5.823,9.402
9004906.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,10.176,10.176,10.176
9004907.cif,cubic,198,P2_13,P2_13,90.0,90.0,90.0,6.318,6.318,6.318
9004908.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,11.762,14.081,14.323
9004919.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.081,90.0,7.984,7.697,13.943
9004920.cif,monoclinic,15,C2/c,C2/c,90.0,113.581,90.0,7.114,8.772,6.599
9004921.cif,monoclinic,15,C2/c,C2/c,90.0,113.847,90.0,7.128,8.754,6.603
9004922.cif,monoclinic,12,C2/m,C2/m,90.0,117.35,90.0,43.113,4.059,37.874
9004923.cif,orthorhombic,34,Pnn2,Pnn2,90.0,90.0,90.0,30.02,7.008,7.049
9004924.cif,triclinic,2,P-1,P-1,78.418,89.676,81.863,7.002,13.712,14.024
9004925.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,101.327,90.0,12.817,14.458,12.801
9004926.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.167,90.0,13.025,8.851,5.849
9004927.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.11,90.0,13.015,8.843,5.84
9004935.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.284,8.284,8.284
9004936.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.29,8.29,8.29
9004937.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.234,8.234,8.234
9004938.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.237,8.237,8.237
9004939.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.323,8.323,8.323
9004940.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.195,8.195,8.195
9004941.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.289,8.289,8.289
9004943.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.245,8.245,8.245
9004944.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.27,8.27,8.27
9004945.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.19,8.19,8.19
9004946.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.126,8.126,8.126
9004947.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.151,8.151,8.151
9004948.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.298,8.298,8.298
9004950.cif,monoclinic,12,C2/m,C2/m,90.0,120.815,90.0,19.586,10.14,10.911
9004953.cif,monoclinic,15,C2/c,C2/c,90.0,106.357,90.0,9.732,8.915,5.246
9004954.cif,monoclinic,15,C2/c,C2/c,90.0,106.742,90.0,9.726,8.913,5.248
9004955.cif,monoclinic,15,C2/c,C2/c,90.0,107.278,90.0,9.711,8.893,5.245
9004956.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,108.084,90.0,9.704,8.88,5.242
9004957.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,108.349,90.0,9.665,8.853,5.214
9004958.cif,monoclinic,12,C2/m,C2/m,90.0,105.133,90.0,9.877,18.041,5.309
9004959.cif,tetragonal,126,P4/nnc,P4/nnc,90.0,90.0,90.0,15.716,15.716,11.704
9004964.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,95.548,90.0,10.257,8.882,17.099
9004967.cif,triclinic,2,P-1,P-1,95.216,93.49,90.101,5.393,7.055,26.451
9004968.cif,monoclinic,7,Pc,Pc,90.0,93.156,90.0,7.075,5.411,40.623
9004971.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,114.87,90.0,8.914,5.726,10.132
9004974.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,13.567,20.655,4.122
9004975.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,11.815,14.593,4.081
9004976.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,119.21,90.0,8.621,26.03,8.81
9004977.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.004,33.575,11.479
9004978.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.004,33.575,11.479
9004979.cif,tetragonal,122,I-42d,I-42d,90.0,90.0,90.0,5.437,5.437,10.848
9004980.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,75.936,90.0,6.446,8.6,10.253
9004981.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,11.832,14.64,4.082
9004983.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,102.484,90.0,12.703,4.03,28.925
9004984.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,105.41,90.0,17.585,3.939,28.453
9004985.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,105.525,90.0,17.573,3.943,28.423
9004986.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,115.4,90.0,5.672,9.909,6.264
9004987.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,114.996,90.0,5.676,10.342,6.341
9004988.cif,monoclinic,12,C2/m,C2/m,90.0,119.284,90.0,18.468,6.147,15.314
9004990.cif,orthorhombic,45,Iba2,Iba2,90.0,90.0,90.0,8.408,9.87,16.708
9004991.cif,orthorhombic,45,Iba2,Iba2,90.0,90.0,90.0,8.54,10.013,16.79
9004992.cif,orthorhombic,45,Iba2,Iba2,90.0,90.0,90.0,8.507,9.981,16.748
9004996.cif,monoclinic,15,C2/c,C2/c,90.0,106.62,90.0,9.695,8.841,5.277
9004997.cif,monoclinic,15,C2/c,C2/c,90.0,106.66,90.0,9.693,8.837,5.279
9004998.cif,monoclinic,15,C2/c,C2/c,90.0,106.71,90.0,9.69,8.837,5.276
9004999.cif,monoclinic,15,C2/c,C2/c,90.0,106.68,90.0,9.693,8.839,5.279
9005001.cif,monoclinic,15,C2/c,C2/c,90.0,106.38,90.0,9.705,8.861,5.272
9005002.cif,monoclinic,15,C2/c,C2/c,90.0,106.42,90.0,9.704,8.861,5.273
9005003.cif,monoclinic,15,C2/c,C2/c,90.0,106.4,90.0,9.705,8.862,5.273
9005004.cif,monoclinic,15,C2/c,C2/c,90.0,106.38,90.0,9.706,8.861,5.275
9005005.cif,monoclinic,15,C2/c,C2/c,90.0,106.46,90.0,9.706,8.873,5.265
9005006.cif,monoclinic,15,C2/c,C2/c,90.0,106.41,90.0,9.721,8.877,5.275
9005007.cif,monoclinic,15,C2/c,C2/c,90.0,106.56,90.0,9.709,8.864,5.274
9005008.cif,monoclinic,15,C2/c,C2/c,90.0,106.58,90.0,9.706,8.858,5.276
9005009.cif,monoclinic,15,C2/c,C2/c,90.0,106.57,90.0,9.7,8.858,5.272
9005010.cif,monoclinic,15,C2/c,C2/c,90.0,106.54,90.0,9.703,8.87,5.268
9005013.cif,monoclinic,15,C2/c,C2/c,90.0,95.77,90.0,5.191,9.006,20.068
9005014.cif,monoclinic,15,C2/c,C2/c,90.0,95.74,90.0,5.229,9.076,20.322
9005017.cif,trigonal,154,P3_221,P3_221,90.0,90.0,120.0,4.914,4.914,5.405
9005018.cif,trigonal,154,P3_221,P3_221,90.0,90.0,120.0,4.921,4.921,5.409
9005019.cif,trigonal,154,P3_221,P3_221,90.0,90.0,120.0,4.93,4.93,5.415
9005020.cif,trigonal,154,P3_221,P3_221,90.0,90.0,120.0,4.938,4.938,5.421
9005021.cif,trigonal,154,P3_221,P3_221,90.0,90.0,120.0,4.951,4.951,5.428
9005022.cif,trigonal,154,P3_221,P3_221,90.0,90.0,120.0,4.963,4.963,5.436
9005023.cif,trigonal,154,P3_221,P3_221,90.0,90.0,120.0,4.973,4.973,5.442
9005024.cif,trigonal,154,P3_221,P3_221,90.0,90.0,120.0,4.984,4.984,5.45
9005025.cif,hexagonal,180,P6_222,P6_222,90.0,90.0,120.0,4.997,4.997,5.457
9005026.cif,hexagonal,180,P6_222,P6_222,90.0,90.0,120.0,4.997,4.997,5.458
9005027.cif,hexagonal,180,P6_222,P6_222,90.0,90.0,120.0,4.997,4.997,5.457
9005028.cif,hexagonal,180,P6_222,P6_222,90.0,90.0,120.0,4.997,4.997,5.457
9005029.cif,hexagonal,180,P6_222,P6_222,90.0,90.0,120.0,4.997,4.997,5.457
9005030.cif,hexagonal,180,P6_222,P6_222,90.0,90.0,120.0,4.997,4.997,5.457
9005031.cif,hexagonal,180,P6_222,P6_222,90.0,90.0,120.0,4.998,4.998,5.456
9005032.cif,hexagonal,180,P6_222,P6_222,90.0,90.0,120.0,4.996,4.996,5.454
9005033.cif,hexagonal,180,P6_222,P6_222,90.0,90.0,120.0,4.997,4.997,5.455
9005034.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,10.439,10.439,21.091
9005035.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.039,90.0,10.117,10.445,7.255
9005037.cif,triclinic,2,P-1,P-1,105.91,96.13,124.8,10.428,10.807,8.925
9005038.cif,triclinic,2,P-1,P-1,105.98,96.04,124.72,10.367,10.756,8.895
9005039.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,16.031,17.264,13.605
9005042.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,114.88,90.0,8.87,5.681,10.209
9005046.cif,orthorhombic,43,Fdd2,Fdd2,90.0,90.0,90.0,17.678,18.509,6.488
9005047.cif,orthorhombic,43,Fdd2,Fdd2,90.0,90.0,90.0,18.307,18.623,6.587
9005050.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,9.044,9.044,9.044
9005051.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,9.055,9.055,9.055
9005052.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,9.037,9.037,9.037
9005053.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.994,8.994,8.994
9005054.cif,orthorhombic,43,Fdd2,Fdd2,90.0,90.0,90.0,18.305,18.632,6.589
9005055.cif,orthorhombic,43,Fdd2,Fdd2,90.0,90.0,90.0,18.372,18.576,6.606
9005056.cif,orthorhombic,43,Fdd2,Fdd2,90.0,90.0,90.0,18.367,18.583,6.599
9005057.cif,orthorhombic,43,Fdd2,Fdd2,90.0,90.0,90.0,17.704,18.54,6.495
9005064.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,124.74,90.0,9.869,14.13,8.709
9005065.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,124.78,90.0,9.841,14.085,8.68
